,0,1,2,3,4
0,477.0,183.9375,631.25,737.9375,0.9035260677337646
1,478.984375,186.0,629.234375,734.0,0.9291386604309082
2,478.890625,187.0,629.390625,733.5,0.9252972602844238
3,478.59375,187.09375,630.09375,733.09375,0.9190549850463867
4,478.875,187.71875,630.125,733.71875,0.9296188354492188
5,478.921875,188.953125,629.171875,733.453125,0.9397025108337402
6,477.890625,190.25,628.140625,732.75,0.9392223358154297
7,477.6875,188.6875,628.8125,736.1875,0.9357776641845703
8,478.4375,189.75,625.0625,735.75,0.9314453601837158
9,472.171875,196.9375,613.546875,731.9375,0.9248170852661133
10,467.328125,198.6875,614.328125,731.6875,0.9214558601379395
11,462.71875,197.15625,617.21875,736.65625,0.9275944232940674
12,459.90625,198.96875,618.03125,737.46875,0.9275944232940674
13,459.1875,200.59375,618.1875,736.59375,0.923743486404419
14,459.25,204.34375,618.25,736.84375,0.9232621192932129
15,461.84375,206.1875,618.09375,737.6875,0.9016005992889404
16,465.75,207.09375,616.875,736.59375,0.906414270401001
17,464.125,208.65625,616.5,736.15625,0.9131534099578857
18,468.84375,210.03125,615.46875,736.53125,0.915560245513916
19,478.28125,211.125,613.78125,733.125,0.9108920097351074
20,479.125,212.6875,612.625,736.1875,0.9054515361785889
21,477.0,214.96875,610.5,735.96875,0.9030447006225586
22,475.28125,215.96875,609.90625,736.96875,0.9030447006225586
23,475.84375,216.3125,607.21875,736.3125,0.906895637512207
24,476.0625,216.71875,606.4375,735.71875,0.9030447006225586
25,474.84375,218.03125,604.46875,737.03125,0.8987123966217041
26,473.84375,218.375,602.09375,733.875,0.9022488594055176
27,474.5,219.15625,604.0,736.15625,0.8987123966217041
28,474.40625,219.9375,603.90625,736.4375,0.9035260677337646
29,474.78125,220.5625,604.03125,736.5625,0.9020819664001465
30,475.8125,220.0625,604.0625,737.0625,0.8914918899536133
31,477.96875,219.96875,605.78125,736.46875,0.8967869281768799
32,479.375,219.40625,606.8125,736.90625,0.9006378650665283
33,480.25,218.6875,609.875,736.1875,0.8963055610656738
34,481.0625,216.75,612.6875,737.25,0.906414270401001
35,481.875,215.9375,615.0,736.9375,0.906414270401001
36,483.5,213.8125,615.625,734.8125,0.907050609588623
37,479.0625,212.40625,615.0625,734.40625,0.9051299095153809
38,469.25,211.25,618.125,737.25,0.9194111824035645
39,461.28125,209.125,617.78125,738.125,0.9309639930725098
40,462.78125,203.6875,621.03125,737.1875,0.9275944232940674
41,467.25,202.375,624.5,737.875,0.9275944232940674
42,478.125,200.125,628.125,738.625,0.9285571575164795
43,482.09375,200.875,629.84375,733.875,0.9291386604309082
44,480.875,196.25,628.875,737.75,0.9222993850708008
45,480.5,195.8125,631.625,737.3125,0.9314453601837158
46,479.375,193.46875,625.625,736.46875,0.9184484481811523
47,477.9375,190.25,656.0625,737.25,0.9309639930725098
48,478.0625,189.6875,670.3125,737.1875,0.9285571575164795
49,477.5,188.25,684.375,737.75,0.9295198917388916
50,478.0,187.46875,690.625,737.46875,0.9290385246276855
51,477.875,189.703125,698.625,734.703125,0.9267377853393555
52,476.640625,188.875,697.890625,735.375,0.9238567352294922
53,475.90625,185.84375,698.78125,737.34375,0.9271130561828613
54,476.25,185.28125,693.0,737.78125,0.93337082862854
55,475.125,184.78125,694.875,737.78125,0.9319267272949219
56,475.5625,184.59375,691.0625,737.59375,0.9314453601837158
57,475.0625,184.375,690.9375,737.875,0.9304826259613037
58,474.625,184.46875,685.375,737.96875,0.9338521957397461
59,474.9375,183.84375,681.3125,737.84375,0.9275944232940674
60,475.0,184.21875,677.0,737.71875,0.932889461517334
61,474.75,184.78125,680.25,737.28125,0.9213366508483887
62,474.9375,184.5625,674.9375,738.0625,0.9319267272949219
63,473.359375,184.78125,674.484375,738.28125,0.9280757904052734
64,472.25,184.71875,674.0,737.21875,0.9319267272949219
65,471.5,184.28125,673.25,737.78125,0.932889461517334
66,471.890625,183.6875,673.265625,738.1875,0.9309639930725098
67,471.5,184.28125,672.875,737.78125,0.9295198917388916
68,471.75,184.0,671.125,737.5,0.93337082862854
69,471.8125,183.8125,670.9375,737.8125,0.9319267272949219
70,471.875,183.9375,670.75,737.9375,0.9338521957397461
71,471.625,183.75,671.0,737.75,0.9271130561828613
72,471.5625,184.8125,670.4375,737.8125,0.9338521957397461
73,471.875,184.8125,670.125,737.8125,0.93337082862854
74,472.25,184.3125,670.25,737.8125,0.9314453601837158
75,472.390625,184.53125,672.890625,737.53125,0.9280757904052734
76,472.5625,184.90625,675.1875,738.40625,0.9314453601837158
77,472.25,184.875,675.5,738.375,0.93337082862854
78,472.6875,185.40625,672.4375,737.40625,0.9352962970733643
79,472.625,184.78125,674.875,737.78125,0.9348149299621582
80,472.4375,185.65625,670.4375,738.65625,0.9367403984069824
81,472.5625,185.125,669.6875,738.125,0.9372217655181885
82,472.875,185.46875,665.125,737.96875,0.9377031326293945
83,472.8125,185.09375,654.5625,738.09375,0.9362590312957764
84,473.1875,185.71875,649.6875,737.71875,0.9362590312957764
85,473.375,185.0,646.625,738.0,0.9338521957397461
86,473.0625,185.5,647.4375,737.5,0.9348149299621582
87,474.0,186.1875,648.875,738.1875,0.9338521957397461
88,474.25,185.59375,645.125,737.59375,0.9314453601837158
89,473.5625,185.4375,645.3125,737.9375,0.9314453601837158
90,473.6875,185.78125,645.4375,737.78125,0.9319267272949219
91,473.0625,185.84375,642.8125,737.34375,0.9295198917388916
92,473.1875,185.75,643.3125,737.75,0.9324080944061279
93,472.3125,185.8125,640.4375,737.8125,0.9304826259613037
94,471.3125,185.625,637.6875,737.625,0.9266316890716553
95,472.53125,187.28125,632.90625,734.78125,0.9214558601379395
96,469.625,186.1875,627.875,735.6875,0.9179670810699463
97,469.25,186.25,623.75,736.25,0.915560245513916
98,467.5625,187.375,642.9375,736.875,0.9232621192932129
99,467.25,189.859375,643.5,734.359375,0.932499885559082
100,465.296875,192.203125,645.671875,734.703125,0.9411430358886719
101,459.4375,190.3125,646.3125,737.8125,0.9381844997406006
