,0,1,2,3,4
0,404.625,128.625,560.625,620.875,0.9208552837371826
1,406.4375,128.0,564.5625,621.0,0.9184484481811523
2,401.5625,126.3125,566.8125,621.8125,0.91507887840271
3,399.875,124.25,567.875,621.75,0.9232621192932129
4,407.25,123.125,568.125,620.625,0.9203739166259766
5,414.0625,123.75,564.4375,622.0,0.9208552837371826
6,412.5625,126.5,560.5625,622.25,0.9203739166259766
7,400.78125,130.1875,557.03125,622.4375,0.9160416126251221
8,372.5625,132.34375,549.4375,622.09375,0.9132928848266602
9,364.640625,136.65625,545.515625,621.15625,0.9108920097351074
10,354.796875,138.96875,541.921875,619.46875,0.8695969581604004
11,338.375,142.625,536.375,608.375,0.9107465744018555
12,312.875,145.0625,534.125,625.5625,0.9213366508483887
13,309.5,147.1875,532.625,640.9375,0.9290385246276855
14,309.875,150.75,530.875,650.5,0.93337082862854
15,319.3125,143.65625,526.9375,686.65625,0.9309639930725098
16,325.6875,151.6875,524.5625,697.6875,0.9367403984069824
17,331.375,155.5625,521.75,708.5625,0.9343335628509521
18,331.9375,157.5,519.4375,714.0,0.9314453601837158
19,325.375,159.75,517.125,716.75,0.9324080944061279
20,316.34375,160.5625,514.34375,717.0625,0.93337082862854
21,285.71875,160.0625,510.34375,717.5625,0.9324080944061279
22,277.125,158.625,508.75,718.125,0.9275944232940674
23,270.203125,159.84375,508.078125,721.34375,0.9228963851928711
24,310.8125,156.9375,506.8125,717.9375,0.924706220626831
25,304.59375,156.125,507.21875,717.625,0.9304826259613037
26,296.78125,155.0625,506.03125,719.0625,0.9213366508483887
27,307.0625,197.5625,504.6875,719.0625,0.8019576072692871
28,283.8125,160.5625,526.9375,719.5625,0.9343335628509521
29,281.6875,136.125,553.4375,718.625,0.9381844997406006
30,281.8125,110.625,556.0625,718.625,0.9377031326293945
31,282.0625,58.84375,556.3125,718.84375,0.9256689548492432
32,282.5,38.3125,563.5,717.8125,0.9343335628509521
33,283.375,36.375,560.875,717.875,0.9304826259613037
34,283.625,37.8125,562.625,718.3125,0.93337082862854
35,288.625,31.5625,561.375,719.0625,0.9357776641845703
36,294.5625,33.375,562.0625,718.875,0.9348149299621582
37,297.0625,63.03125,568.5625,717.03125,0.9372217655181885
38,300.4375,72.75,567.1875,717.25,0.9372217655181885
39,304.1875,98.40625,567.6875,716.90625,0.9391472339630127
40,311.4375,112.9375,566.6875,718.4375,0.9396286010742188
41,314.25,130.8125,563.125,718.3125,0.942035436630249
42,303.4375,134.375,558.0625,717.875,0.9429981708526611
43,293.4375,134.375,553.9375,717.875,0.9473304748535156
44,283.78125,132.9375,547.03125,715.9375,0.9429981708526611
45,278.375,125.25,538.875,716.75,0.93337082862854
46,280.6875,119.4375,534.1875,712.9375,0.9222993850708008
47,302.125,132.75,525.25,701.25,0.9338521957397461
48,333.5625,131.09375,525.3125,692.09375,0.9319267272949219
49,354.75,131.6875,526.5,690.1875,0.9256689548492432
50,366.4375,130.15625,528.3125,683.15625,0.9227807521820068
51,370.0625,127.375,531.4375,679.875,0.9174857139587402
52,373.765625,127.0,534.140625,675.0,0.92193603515625
53,376.84375,124.609375,536.96875,663.609375,0.9233765602111816
54,381.5,119.1875,546.25,651.1875,0.9256689548492432
55,386.5625,119.9375,550.0625,643.4375,0.9319267272949219
56,391.25,120.875,552.625,634.875,0.9319267272949219
57,395.28125,122.875,556.15625,629.375,0.9324080944061279
58,403.5,127.75,562.375,629.5,0.9285571575164795
59,407.4375,128.5,565.6875,629.75,0.9309639930725098
60,409.1875,128.1875,567.3125,629.9375,0.9324080944061279
