,0,1,2,3,4
0,379.78125,124.375,576.65625,701.375,0.9324080944061279
1,380.5,124.15625,577.375,700.65625,0.9314453601837158
2,381.1875,123.21875,578.8125,702.21875,0.932889461517334
3,381.875,122.21875,580.75,701.71875,0.932889461517334
4,384.125,121.4375,583.5,702.4375,0.932889461517334
5,383.4375,120.28125,581.0625,702.28125,0.9304826259613037
6,383.9375,120.4375,583.0625,701.9375,0.9256689548492432
7,384.3125,120.125,586.5625,701.625,0.9198925495147705
8,384.875,119.46875,584.25,701.46875,0.9145975112915039
9,386.25,118.625,580.875,700.625,0.9112279415130615
10,386.4375,117.9375,600.8125,700.9375,0.9093024730682373
11,387.625,117.09375,583.875,699.09375,0.8765695095062256
12,390.4375,115.125,558.0625,698.125,0.9261503219604492
13,389.484375,113.78125,580.234375,696.78125,0.9108920097351074
14,390.84375,111.8125,574.21875,697.8125,0.9123325347900391
15,391.625,60.078125,536.375,700.078125,0.888603687286377
16,391.9375,42.5625,534.0625,700.0625,0.8837900161743164
17,390.34375,45.6875,534.34375,698.6875,0.8934173583984375
18,388.625,30.9375,540.5,699.9375,0.8943800926208496
19,388.6875,26.75,545.4375,699.25,0.9136347770690918
20,385.5,26.8125,551.0,698.3125,0.9189298152923584
21,386.21875,26.8125,555.96875,699.3125,0.915560245513916
22,382.1875,26.8125,562.5625,699.3125,0.9203739166259766
23,382.78125,30.75,566.03125,699.75,0.9165229797363281
24,373.625,26.8125,567.625,699.3125,0.9083397388458252
25,378.21875,26.8125,568.21875,699.3125,0.9073770046234131
26,387.375,27.625,567.125,699.125,0.9107465744018555
27,388.96875,26.75,566.46875,699.25,0.9097838401794434
28,395.4375,27.8125,563.4375,699.3125,0.9001564979553223
29,404.3125,25.875,558.5625,698.375,0.8963055610656738
30,409.3125,31.25,558.1875,700.25,0.8953428268432617
31,411.8125,27.5,559.9375,700.0,0.9020819664001465
32,414.5,27.25,564.5,701.25,0.9025633335113525
33,421.0,31.375,578.5,700.375,0.9054515361785889
34,424.40625,28.375,584.65625,699.875,0.9213366508483887
35,427.203125,28.375,591.703125,699.875,0.9290385246276855
36,429.1875,30.5,599.3125,702.0,0.9285571575164795
37,431.71875,28.5625,611.71875,702.5625,0.9275944232940674
38,432.78125,59.8125,607.15625,701.3125,0.8241004943847656
39,432.703125,78.53125,589.953125,699.53125,0.8399856090545654
40,433.3125,33.625,622.9375,705.125,0.9044888019561768
41,432.21875,34.1875,635.09375,705.6875,0.9093024730682373
42,431.5625,32.375,642.9375,704.875,0.9251875877380371
43,429.6875,28.25,677.4375,702.25,0.9222993850708008
44,430.0,36.75,686.25,703.25,0.9174857139587402
45,428.75,51.5,697.75,702.0,0.9088211059570312
46,428.0,87.5,691.75,702.0,0.9011192321777344
47,425.125,106.90625,696.375,699.90625,0.8900477886199951
48,422.8125,107.1875,711.0625,699.6875,0.91507887840271
49,420.9375,108.5,710.4375,700.0,0.9097838401794434
50,414.0625,115.28125,693.0625,698.78125,0.8876409530639648
51,411.0625,117.5,682.5625,699.0,0.9049701690673828
52,409.53125,122.03125,662.90625,698.03125,0.9343335628509521
53,407.75,123.28125,634.5,698.78125,0.915560245513916
54,407.25,126.15625,630.125,699.15625,0.9290385246276855
55,405.8125,128.59375,601.1875,698.09375,0.9300012588500977
56,404.3125,128.84375,598.3125,699.34375,0.9285571575164795
57,402.25,128.46875,592.25,697.46875,0.9324080944061279
58,400.1875,126.3125,590.1875,694.3125,0.9271130561828613
59,397.375,125.65625,586.5,689.15625,0.924706220626831
60,395.5,125.3125,595.5,689.8125,0.9304826259613037
61,395.5,125.59375,596.625,690.59375,0.9319267272949219
62,394.125,125.5,602.25,691.5,0.9338521957397461
63,394.25,124.71875,601.5,690.21875,0.9271130561828613
64,393.0,124.5,606.375,691.0,0.9304826259613037
