,0,1,2,3,4
0,356.6875,129.328125,528.6875,655.328125,0.9267377853393555
1,361.5625,130.859375,530.5625,656.859375,0.9228963851928711
2,365.625,132.046875,531.625,656.546875,0.9267377853393555
3,370.421875,132.53125,532.546875,656.53125,0.9252972602844238
4,376.453125,133.03125,535.328125,657.03125,0.9286584854125977
5,380.953125,134.265625,537.453125,657.265625,0.9267377853393555
6,393.0,133.8125,544.125,658.3125,0.9304826259613037
7,399.15625,134.8125,546.15625,655.8125,0.9290385246276855
8,406.5,137.3125,546.25,653.3125,0.9233765602111816
9,411.28125,138.578125,547.03125,651.078125,0.9195351600646973
10,418.953125,138.625,547.953125,641.875,0.9161739349365234
11,421.1875,139.96875,548.875,638.46875,0.9209756851196289
12,423.53125,139.125,549.28125,637.625,0.9252972602844238
13,423.828125,139.9375,550.203125,636.9375,0.9252972602844238
14,424.625,138.984375,551.4375,637.484375,0.927217960357666
15,425.0625,138.9375,554.3125,637.4375,0.9315395355224609
16,427.390625,138.953125,552.765625,637.453125,0.911372184753418
17,428.296875,139.296875,554.046875,637.796875,0.9171342849731445
18,427.25,139.609375,555.625,637.609375,0.9243369102478027
19,429.078125,139.796875,557.328125,638.296875,0.92193603515625
20,429.265625,140.34375,556.703125,638.84375,0.9252972602844238
21,430.328125,140.71875,558.140625,640.96875,0.9257774353027344
22,430.59375,142.0,565.84375,643.0,0.9252972602844238
23,430.5625,141.625,573.8125,643.875,0.9305791854858398
24,427.65625,142.078125,576.03125,644.328125,0.9344205856323242
25,423.5625,143.4375,577.1875,644.4375,0.9310593605041504
26,421.15625,143.78125,571.90625,645.53125,0.9209756851196289
27,419.46875,144.546875,560.84375,644.796875,0.9200153350830078
28,419.25,147.03125,543.3125,645.53125,0.8993678092956543
29,418.046875,149.265625,546.171875,646.265625,0.9094514846801758
30,406.53125,149.625,549.53125,648.125,0.9006378650665283
31,377.40625,150.421875,551.15625,648.421875,0.9108920097351074
32,354.109375,151.78125,551.859375,648.28125,0.9190549850463867
33,334.65625,151.28125,553.78125,649.53125,0.9189298152923584
34,315.5,150.71875,567.75,651.71875,0.9348149299621582
35,311.46875,150.03125,577.96875,651.78125,0.9381844997406006
36,308.53125,148.625,592.28125,652.125,0.9386658668518066
37,308.21875,146.125,602.71875,652.625,0.9401099681854248
38,309.125,133.3125,607.125,652.3125,0.9410727024078369
39,313.0,113.0625,610.0,652.5625,0.941554069519043
40,317.03125,84.375,608.28125,652.875,0.9449236392974854
41,326.0,38.84375,598.5,653.84375,0.9357776641845703
42,332.5,36.8125,598.25,652.8125,0.9300012588500977
43,338.53125,27.40625,590.53125,653.40625,0.9275944232940674
44,344.4375,28.53125,572.4375,654.53125,0.9194111824035645
45,349.625,54.625,544.375,653.625,0.9179670810699463
46,356.4375,124.75,535.9375,652.25,0.8760881423950195
47,362.21875,126.71875,536.59375,653.21875,0.8987123966217041
48,364.5625,126.90625,537.8125,653.40625,0.8958241939544678
49,365.875,128.125,537.625,652.625,0.8943800926208496
50,366.8125,128.3125,537.6875,652.8125,0.9059329032897949
51,368.65625,128.40625,538.90625,652.90625,0.9078583717346191
52,368.78125,128.46875,538.03125,652.96875,0.9078583717346191
53,368.21875,127.5,538.46875,652.5,0.9049701690673828
54,366.0625,126.65625,538.3125,651.15625,0.9051299095153809
55,364.859375,126.359375,537.859375,651.859375,0.9051299095153809
56,365.171875,126.734375,537.421875,651.234375,0.9046497344970703
57,364.9375,126.84375,537.4375,651.34375,0.9041695594787598
58,365.375,126.078125,537.375,650.578125,0.9012885093688965
59,365.03125,125.5625,538.28125,652.0625,0.8996751308441162
60,364.8125,126.703125,537.3125,650.703125,0.9022488594055176
61,364.84375,126.546875,537.34375,650.546875,0.9022488594055176
62,364.578125,127.5625,536.328125,651.5625,0.8974471092224121
63,363.3125,127.21875,535.5625,653.21875,0.9059329032897949
64,365.671875,130.140625,534.921875,651.140625,0.9137730598449707
65,364.6875,133.25,533.1875,650.75,0.9171342849731445
66,364.484375,134.15625,532.484375,651.15625,0.92193603515625
67,364.59375,135.390625,533.34375,651.390625,0.92193603515625
68,365.59375,136.25,534.09375,651.75,0.9171342849731445
69,368.234375,136.8125,534.484375,651.3125,0.9132928848266602
70,369.125,140.140625,536.625,650.140625,0.916654109954834
71,373.59375,141.84375,537.84375,650.34375,0.9190549850463867
72,376.578125,141.484375,538.453125,651.484375,0.9228963851928711
73,379.65625,141.53125,538.53125,651.53125,0.9214558601379395
74,387.90625,139.8125,543.65625,652.8125,0.9275944232940674
