,0,1,2,3,4
0,396.21875,272.140625,529.46875,719.140625,0.9276981353759766
1,396.125,271.875,530.0,720.375,0.9267377853393555
2,396.0,273.875,530.0,720.375,0.9267377853393555
3,396.265625,272.78125,530.015625,720.53125,0.9267377853393555
4,395.984375,270.453125,529.609375,720.453125,0.9267377853393555
5,394.03125,263.84375,529.28125,720.34375,0.9252972602844238
6,384.3125,263.0,529.8125,719.5,0.9252972602844238
7,364.46875,260.125,529.21875,720.375,0.9256689548492432
8,353.25,257.4375,528.625,720.4375,0.9251875877380371
9,347.1875,254.375,528.9375,720.375,0.9203739166259766
10,345.0625,253.3125,529.1875,720.0625,0.9266316890716553
11,342.1875,252.75,529.6875,720.5,0.9314453601837158
12,343.375,254.25,529.75,720.25,0.9280757904052734
13,343.1875,254.9375,529.5625,720.6875,0.9280757904052734
14,350.875,261.6875,530.375,721.1875,0.9251875877380371
15,354.1875,268.75,530.9375,721.0,0.9261503219604492
16,355.140625,273.0,531.265625,721.0,0.9251875877380371
17,356.40625,278.5,532.03125,720.75,0.9275944232940674
18,359.953125,279.25,532.203125,721.25,0.9218180179595947
19,367.6875,280.25,531.1875,720.5,0.915560245513916
20,395.375,280.3125,531.25,720.5625,0.9165229797363281
21,402.5625,276.59375,528.4375,720.09375,0.9238567352294922
22,403.4375,267.421875,528.8125,720.421875,0.9248170852661133
23,402.8125,260.78125,531.0625,719.28125,0.9080109596252441
24,401.65625,254.375,552.65625,720.375,0.8881223201751709
25,400.9375,248.0,596.9375,721.5,0.924224853515625
26,400.625,243.25,612.375,722.0,0.923743486404419
27,401.0625,236.34375,608.6875,721.59375,0.9271130561828613
28,400.0625,224.84375,581.8125,721.34375,0.8905291557312012
29,399.4375,218.25,567.0625,721.75,0.8953428268432617
30,399.46875,214.875,544.46875,722.125,0.8837900161743164
31,387.125,204.6875,560.625,721.6875,0.9141161441802979
32,372.953125,198.390625,545.453125,722.890625,0.9084911346435547
33,359.109375,198.125,550.359375,721.125,0.9344205856323242
34,346.8125,195.25,554.0625,721.25,0.9195351600646973
35,336.96875,187.59375,558.59375,723.09375,0.9016005992889404
36,334.921875,160.09375,568.546875,719.59375,0.9056100845336914
37,340.5625,147.75,567.3125,726.25,0.9203739166259766
38,351.3125,130.75,553.0625,725.75,0.9189298152923584
39,362.125,125.1875,536.75,724.1875,0.923743486404419
40,363.546875,198.484375,532.796875,722.984375,0.8988876342773438
41,358.625,212.25,531.625,722.75,0.9112279415130615
42,358.125,224.65625,532.5,723.15625,0.9194111824035645
43,353.5,255.25,531.375,723.0,0.8866782188415527
44,377.28125,272.84375,533.03125,721.34375,0.9214558601379395
45,382.953125,285.78125,536.328125,720.78125,0.9214558601379395
46,381.953125,297.53125,538.203125,722.03125,0.911372184753418
47,380.203125,305.9375,538.203125,722.1875,0.907050609588623
48,377.84375,308.6875,537.71875,721.9375,0.907050609588623
49,376.65625,305.03125,533.65625,722.53125,0.9022488594055176
50,377.3125,298.0625,532.8125,721.8125,0.9051299095153809
51,367.78125,293.5625,532.28125,721.0625,0.8654980659484863
52,366.09375,285.875,531.46875,722.375,0.8936057090759277
53,374.734375,283.40625,531.234375,721.90625,0.8979272842407227
54,369.28125,277.9375,531.40625,722.9375,0.9132928848266602
55,368.90625,275.5625,531.90625,724.0625,0.916654109954834
56,367.09375,274.21875,532.46875,724.21875,0.9214558601379395
57,365.25,276.375,533.0,723.375,0.9176144599914551
58,363.9375,276.59375,533.4375,723.59375,0.9180946350097656
59,367.21875,277.9375,534.46875,722.9375,0.9209756851196289
60,369.5625,277.59375,534.9375,723.09375,0.9128127098083496
61,368.5,277.09375,534.75,723.59375,0.9228963851928711
62,372.0,276.0625,534.375,723.3125,0.9145975112915039
